benign_malignant,simmetryX,simmetryY,radius,meanR,varianceR,meanG,varianceG,meanB,varianceB
0.0,39065745,32505615,358.4638366699219,31046.718973361447,243870914030.27875,12097.823256026475,37029681494.21079,8847.50745762048,19805304121.60773
0.0,40757160,31462410,470.29425048828125,54496.451064965186,751387237039.5924,36934.83296496897,345143932597.7931,32376.881946224406,265215511064.3767
0.0,63207360,48977850,397.4668273925781,51020.242482484275,658585909857.2819,30438.476871975956,234408772978.80243,22873.126864712653,132367037704.94377
0.0,77548050,51606900,433.075439453125,48165.28202992218,586942959170.211,24286.476778446195,149230737755.69257,20337.483912357995,104646518977.1481
0.0,41091720,36263550,342.2657165527344,55740.88245860345,786095164512.6415,31703.897179667172,254304090808.04367,28517.760787876283,205759190951.57568
0.0,9914655,8093445,193.7841339111328,51594.16891540314,673486118368.3369,34813.996962693156,306645054618.2451,26797.65219811469,181687048697.65787
0.0,25995210,25995210,199.2185821533203,40533.15326362049,415669913514.04803,19751.263610680584,98700558798.16258,19101.341547154265,92312162954.45604
0.0,55698120,48860040,372.9075927734375,43042.180428293235,468722778700.24457,22421.040744629547,127186192120.70927,18209.696590014224,83894630192.59985
0.0,70608225,38328795,485.4393310546875,50045.5029719255,633661782521.994,26116.06565853389,172561332762.69632,20775.489286032105,109202072911.37837
0.0,46101450,46250370,393.6421813964844,44902.385765152925,510113121459.8731,24126.68273855393,147273264219.91766,19716.637538862167,98354610256.938
0.0,217770,273870,170.24246215820312,35467.298007587386,318261752620.44745,13343.572297355999,45048170124.81119,10809.430873707683,29562390211.398685
0.0,42406245,36908955,349.7994384765625,43297.5729211025,474301945803.333,21919.533981087487,121560403905.29126,16996.25270213603,73086555797.45697
0.0,27262305,24853575,216.6554412841797,24886.936950750438,156701285583.5676,9837.4483716366,24485025955.97164,8705.542218289189,19174606088.128838
0.0,59294640,40463910,416.265625,39874.930910990646,402279354865.5874,20516.62143387141,106497852594.79164,18338.121233229354,85082299694.50986
0.0,47331570,53273580,313.9180603027344,35647.13228284259,321496923618.54834,14921.489186391742,56331796383.990776,10367.217062076104,27192843395.63077
0.0,26325945,26855835,207.3506622314453,43759.34857647557,484472589695.50543,15392.612363347962,59945179959.49063,11122.230503708643,31297946420.224598
0.0,47822700,30964140,482.7823791503906,50721.720987479755,650901568400.2079,22481.57891354089,127873831546.15562,19059.02103632671,91902996316.0115
0.0,31019475,27817185,327.53826904296875,54937.088295311005,763587119036.6531,32511.99938458881,267433104711.3721,27466.912903121323,190874782061.7544
0.0,19058445,18917175,307.1180419921875,37982.30839082493,364998219346.48474,27802.743675924292,195570537763.44977,35661.32271949997,321752903416.09534
0.0,34842690,30278190,417.74261474609375,38029.262289136655,365900932569.00726,28438.435855058648,204615988644.79816,24817.724126497284,155830403779.27026
0.0,30426600,23322810,361.73480224609375,35539.095122705716,319551130707.1215,26896.880954836048,183034129778.56696,25326.182975871314,162281167466.08667
0.0,14238180,15106200,156.3867645263672,34508.453474267895,301285615457.36664,26538.591448622425,178190128621.13293,22610.872682377405,129349026883.1314
0.0,44632650,34838610,363.1803283691406,23173.342223850184,135865097163.50665,19945.510406983547,100651723426.88524,18680.743279015507,88291614126.99538
0.0,31367805,27068505,234.4639129638672,36496.7931242594,337005401874.126,22920.23945859615,132912766777.82996,14576.638858017648,53758201993.866516
0.0,17821950,24485610,288.91802978515625,39959.19832029013,403980920167.961,28919.86256919259,211602103339.65677,28090.85417064325,199644617532.44284
0.0,45976245,30700725,451.1081848144531,36737.046530176274,341456862957.1248,29602.04777749279,221702818204.64484,26502.36751214816,177704191662.28818
0.0,27312030,34542810,296.0616149902344,38456.92657128258,374176513412.5975,29174.76369443025,215348736447.26624,27568.249361267248,192285359046.3247
0.0,13669785,19998885,331.30810546875,37491.43153197293,355624270104.54663,25343.08480209754,162497502959.35358,23559.499649085636,140430098179.78522
0.0,38998935,32475525,418.1821594238281,38854.24903932214,381948095953.395,30735.42203528563,239004350143.38065,27658.333431079813,193544043763.42734
0.0,30223110,31977000,412.02850341796875,40427.7617356593,413510626798.2492,33593.22634075533,285516237066.2365,34321.59607558516,298031689790.2956
0.0,22262010,23802720,191.53089904785156,35634.96877142612,321277308971.1382,29313.785835190265,217405864323.41614,24665.07059907439,153919117191.01385
0.0,47092380,47834940,375.35015869140625,64158.46152575867,1041442118133.2063,41373.55032834802,433084757348.3506,33906.513428415725,290866495909.3989
0.0,15912000,11678490,254.6836395263672,47196.95647447942,563579596732.2651,32667.292155157687,269993713332.82834,21255.936233481887,114311041380.97815
0.0,46693050,33062280,357.7606201171875,47649.4202427571,574437296704.7998,21581.908198332872,117844093638.43834,10211.239092991893,26380783599.084053
0.0,20189625,17219895,200.38868713378906,25229.50777663096,161044687640.37006,18099.86617788376,82885845024.51247,15852.752607039898,63582831370.90514
0.0,13001940,14948100,207.5119171142578,30025.434015411513,228090001393.42535,20060.575179693064,101815797155.51848,14205.62293595804,51056352808.70371
0.0,6299520,7459770,143.75889587402344,29928.89634481495,226625559987.853,21499.862701539027,116949764821.50273,16204.41954470502,66434787400.03888
0.0,27950805,24269625,252.18307495117188,34811.11508502105,306593790407.7612,24520.388875998542,152118829795.88245,19396.80165070105,95189604208.06548
0.0,26860935,18911565,287.52288818359375,35531.25498781287,319409924185.4339,26280.069590728875,174735284423.336,19673.31499430419,97922717334.94353
0.0,14454675,14719365,166.39532470703125,17309.1648043241,75802183908.0466,13091.555012733226,43362274498.509415,11255.292604334494,32051119726.67551
0.0,36989790,36298230,241.80718994140625,38766.10524755615,380217117938.7516,27591.59136345462,192610987686.85806,20081.901308442142,102032320751.46759
0.0,4782015,4803945,459.5090637207031,40450.70953286096,413980308608.96924,27446.228902186278,190587021550.94998,23526.56137534969,140037938540.45764
0.0,64668510,50351790,586.0276489257812,48574.94536575932,596969186742.9066,37497.8670889136,355746360441.279,29774.91442247256,224299655329.184
0.0,21350640,19988940,241.32028198242188,39193.09282697157,388639116121.1756,16277.369141743126,67034237243.65365,5419.871501291949,7432066303.233005
0.0,16848360,16876920,156.46754455566406,29100.578455039227,214254878018.39124,18384.645896197948,85514272447.71811,12541.27549788775,39793510758.5273
0.0,6720015,6314565,119.54561614990234,30044.648684074367,228381911211.2227,21827.475768341897,120541014714.23372,17581.735883550067,78208107051.12044
0.0,6234240,5243820,275.1369934082031,49143.371534099475,611022863118.2538,31856.45599712407,256758178214.96423,18529.94036505746,86872473103.51558
0.0,49980255,34911795,442.35968017578125,57729.2075877842,843176514371.8496,44158.843670119735,493358788803.4787,31570.9067671196,252175195108.16928
0.0,36535380,45756690,292.89520263671875,31542.872659595025,251727149291.1128,26369.499247409152,175926586755.34692,26309.51549421827,175127088014.1802
0.0,55799610,57667740,412.7770080566406,52699.20622069216,702644190768.1139,31176.33581622739,245911036432.799,20258.416733582064,103834209040.32901
0.0,10576125,8973195,479.1353454589844,36523.930645465225,337506658743.234,31646.847725330386,253389313938.17746,28840.45520040048,210441701060.04837
0.0,36492030,22977030,476.94085693359375,40736.20106326592,419844386534.43677,33176.93268114816,278483731397.643,24629.532016778307,153475807484.01523
0.0,18129225,19110975,181.3740997314453,31553.041040682703,251889420053.9002,20375.179336466623,105034245391.62048,17137.344538494406,74304550558.87802
0.0,35448060,39740730,346.9534606933594,41963.86038153335,445531226469.75336,33240.70336424149,279555317604.10443,29650.73314670269,222432587935.52554
0.0,13666470,10630950,264.3473815917969,24071.998743625747,146606467124.48184,18816.882067105165,89582727077.48622,19441.77278102136,95631408684.43343
0.0,6904380,3363450,382.5132751464844,46336.47461076626,543216896354.44946,27926.648366744685,197317270853.0951,19425.43049760863,95470465070.33578
0.0,11246010,17447610,298.51739501953125,38350.4385917253,372107086143.64056,31023.587412729892,243506991746.4763,31766.698948683817,255312259004.09167
0.0,22192140,13830180,368.0064392089844,33812.96366859396,289264209240.8376,25869.72063915442,169321541540.27856,25082.679938205132,159175631057.6732
0.0,15333150,17777580,199.96072387695312,43149.84350794653,471070356337.93994,30903.416934419645,241624368098.6866,23043.893080498023,134350873485.87544
1.0,40886445,49316235,380.0653076171875,36971.118590022146,345822635277.5001,28989.51824957519,212623016750.2395,25907.824690795645,169820569182.16827
1.0,26889750,24207660,367.53131103515625,39660.16387603915,397957253279.03986,34899.38459540091,308150771725.1667,36248.958333333336,332444368158.77124
1.0,32117760,22855650,429.6479187011719,58274.48005083642,859179835352.1476,36575.05572276719,338452186579.6015,24636.687282637624,153565027190.30994
1.0,45093690,38592720,442.5950012207031,53394.08019686933,721296033665.0756,27741.243789400578,194706143903.09164,18596.865183246075,87500057286.14493
1.0,45399690,38752860,442.6658935546875,53429.69110866012,722258484234.0557,27810.76927165694,195683318554.73282,18686.97829322419,88350095186.14224
1.0,34706010,26238990,316.8860778808594,40068.58118596709,406195891165.69604,29039.00108661906,213349302618.94095,30092.05836696678,229103538146.3539
1.0,38068950,40669440,374.2740478515625,39605.856484093376,396868065400.2348,35701.42576118393,322476863557.9138,33714.96032995029,287589417764.4262
1.0,23109885,20387505,235.69728088378906,27907.98845924727,197054511660.71954,18949.140667372034,90846653918.25032,16037.670555076418,65074745455.586716
1.0,43808235,43513455,394.7640380859375,39512.05940830541,394991200544.32465,33746.01509899232,288119719692.6136,36402.19555099379,335260965319.24304
1.0,28130580,32497200,446.9948425292969,49012.328251258776,607768213768.9164,30802.758632656238,240052861663.8349,21666.51755555649,118769992416.59853
1.0,12435585,17615655,463.2398986816406,32576.917563210456,268502280737.8927,28745.328698255253,209056046340.43582,32655.548376527062,269800172989.4283
1.0,68555220,51153510,531.0191650390625,57321.572443615674,831311024326.3779,38831.78426061376,381506955019.58984,29742.128136704872,223806331841.9348
1.0,61015890,49570980,498.959228515625,49781.01491947725,626982240352.3052,28245.371350141366,201847447931.54346,18739.95933628626,88852087677.38066
1.0,42638805,29391045,358.1236877441406,34430.91103783112,299933289775.0166,32945.86802302235,274618426982.24203,32101.333276548103,260719907817.3508
1.0,103723035,74255745,559.5140380859375,53209.33441186274,716313174253.2241,36895.740974090906,344413293317.3685,27078.02599852041,185507689129.31058
1.0,30516360,26957580,457.6585388183594,54989.770035791946,765052280758.284,33406.93758903591,282358478823.4751,24411.08703716127,150765605602.71103
1.0,87203625,77620215,530.594482421875,49375.33849519874,616804621385.5726,29412.370949313237,218870870636.11456,22245.83053360885,125206205239.91733
1.0,76234290,49507740,538.7626342773438,56409.117179151086,805055608940.0675,35278.14237221897,314875583506.51965,28897.666628047326,211277592251.01126
1.0,24949710,21919290,369.9031066894531,33158.60600644936,278176390303.28235,21320.10460779362,115002278861.66293,17700.88095885621,79271578308.6351
1.0,39297540,22900020,366.7069091796875,60635.29255710172,930204094387.3666,40469.57423439162,414366489280.3538,37893.70307108201,363296709736.31067
1.0,12926460,12926460,136.19471740722656,31820.89323759173,256184732160.24207,17111.862226781344,74083863492.89436,11766.762013729976,35030256112.07373
1.0,36959445,28630635,356.6108703613281,27184.79622857721,186973631862.50134,17683.659779916077,79117469687.29512,16847.799851704556,71814895780.90576
1.0,4775895,1905615,300.6292419433594,46541.53747446834,548035956003.88873,26821.716808842964,182012511987.05392,16895.859425687853,72225350148.60484
1.0,40263225,33528165,401.1612243652344,27617.010801660555,192966138463.34418,14665.794687840073,54417571923.07535,11792.767965821613,35185173019.79372
1.0,37368465,28156335,373.1148376464844,36345.46300755115,334216925399.11725,24215.724992571795,148362157722.59586,20693.990737799817,108346980187.24274
1.0,36429300,28787460,424.3681640625,33382.11535205235,281939305775.8361,20562.11017261472,106970379291.89328,14202.973221311395,51037208356.57306
1.0,11778195,10182915,376.5780944824219,57358.000097958145,832367853642.7161,35217.34060912682,313790990991.7199,32729.192363874186,271017928796.36484
1.0,18292935,21442695,301.37774658203125,52288.47955000889,691734364458.0911,34563.850393814304,302253676325.5772,26783.629362832966,181495689344.39737
1.0,10217595,10600095,165.39283752441406,28696.973754948438,208353034255.32178,15514.030839157422,60894349032.68171,11334.731929035726,32505012904.896233
1.0,31772745,25711395,405.76666259765625,34162.155539720225,295269311825.83044,18879.06440806261,90175661757.29063,15154.24413739677,58102908506.138916
1.0,34365075,25941405,410.90411376953125,56805.43550620408,816407667451.1229,37028.45117939676,346895313813.6988,35538.31444800715,319536931284.3031
1.0,34611405,28347585,413.0484313964844,29413.1773058606,218882823116.5971,17215.67149785858,74985296031.63467,14613.737439631586,54032038916.11085
1.0,24079905,21433515,366.854736328125,29071.055983153557,213820617781.52243,18845.43959833375,89854689476.56685,15952.873504556448,64388159326.22662
1.0,27957180,21299640,381.8387756347656,55377.80628314175,775887629303.1333,34712.193005089146,304853836191.25476,24260.553800847003,148911979515.5966
1.0,35791035,27126135,403.74530029296875,32816.24319037942,272461663794.3341,18227.91801917137,84062430729.17474,14582.11372834252,53798371651.44111
1.0,23937870,20229150,219.000244140625,56035.79994034007,794435209363.3041,35036.1784826489,310571155232.59357,22619.559858804812,129448398581.27216
1.0,26664330,23982750,237.84652709960938,37198.264024139346,350084862848.7092,23599.06261143876,140902162151.13083,19162.85653545467,92907065538.31831
0.0,15041175,15829635,184.6293182373047,46101.20171353311,537714877402.8375,27003.0454588657,184481707767.83893,17586.55528248856,78250975347.97435
0.0,22962495,24299715,297.0876159667969,62248.69507767193,980364924529.7106,46411.36794077621,544974482544.43524,38482.29506299021,374670719992.5141
0.0,3346110,3924450,84.83228302001953,54802.564094263886,759852354445.72,34553.75469377185,302077353582.7886,25032.65958824291,158541092037.19586
0.0,25190175,19840785,294.72454833984375,54175.37239798258,742559335984.8137,35753.77019715727,323423274692.2568,27226.14305364512,187542689813.9678
0.0,15403275,12303495,174.44056701660156,33657.42888008642,286609060018.8844,19961.098811667267,100808513763.7852,14165.643932301045,50769299496.53375
0.0,19218075,21034695,257.28057861328125,56157.70325852193,797895446269.0261,38166.76561179454,368551563694.3692,28623.447084233263,207286995654.00452
0.0,43278855,37397535,280.5595397949219,46327.590797156445,543008885856.28467,27777.263307881738,195212066364.93164,20518.97525051497,106522007140.36124
0.0,20469360,12598020,265.91925048828125,42430.17355049159,455488421760.2156,22840.73911145824,131992209935.96527,15457.30232932096,60449905492.87588
0.0,9639510,9639510,123.53959655761719,55422.70051849108,777146040245.5043,42678.50854452145,460835337296.4158,37643.557086926616,358516116187.7379
0.0,24421605,26752815,245.0540771484375,54005.107972627375,737899285364.6102,30436.649340875898,234380372048.5814,18136.240951791784,83218992619.8405
0.0,18540030,16545420,234.3401336669922,45117.28917253521,515007563645.1602,26638.880281690137,179539535822.1426,19766.109915172852,98848753673.91023
0.0,7691820,9997530,174.38885498046875,47693.023794127155,575489212965.6735,29942.251256576823,226828000899.3917,21831.304708856296,120583426598.58943
0.0,16143030,14861910,182.469970703125,45977.39216561576,534830697127.99,27033.639096590592,184900093154.03406,16667.0339266782,70282174801.70393
0.0,30560475,32483685,278.98687744140625,63676.29464213993,1025847548830.9183,49387.78986263957,617115637212.0997,42613.17037513053,459425731132.3069
0.0,11641260,13003980,160.94322204589844,46444.604354872594,545755422318.5446,28328.109111918126,203031367907.50604,20978.542873435577,111347157842.12494
0.0,19850730,19850730,190.98699951171875,31401.93677260232,249483443269.40082,20338.203953960383,104653701884.36903,15850.300914626314,63563051697.65393
0.0,3544500,3697500,228.0598602294922,43055.28130152042,469008133358.66754,24313.0012364902,149556337223.31418,19500.672284301152,96211484702.56042
0.0,15741660,15612630,164.88623046875,46924.90543028815,557101527121.2389,31824.64829112288,256244729263.69382,25752.763519188524,167793706577.96146
0.0,16519155,19164015,218.2089080810547,58158.21518079157,855754953899.0963,36162.066105143145,330852072470.24164,25088.506835582375,159249196514.5636
0.0,14494965,8226555,246.13015747070312,48802.342297150535,602572092156.8374,31770.367844029577,255371655809.57074,21605.187205874747,118098679558.7338
0.0,15615690,14231550,363.5650939941406,45224.5290505739,517458636159.35065,27856.02380060829,196320755662.28363,18762.048155252258,89061345210.2368
0.0,10421850,10461630,160.68722534179688,38177.06228956229,368750675303.4117,21646.388888888887,118549320488.27977,14386.889730639728,52367564583.43588
0.0,31575375,30366675,301.6615905761719,37737.62695891794,360310846898.9368,25069.47327457456,159008029475.66922,21433.16115189634,116225522243.92459
0.0,5193585,7028055,184.07666015625,44061.43447099487,491185052202.704,28194.919575658732,201126860507.51932,21738.958897550612,119565590300.78589
0.0,15625380,15625380,155.67738342285156,43260.25311704419,473484264903.62225,26298.62491024218,174982115177.98605,19017.11314380834,91499151744.4748
0.0,5171655,7160655,172.82733154296875,39927.42344738881,403339074552.0011,22006.447447271876,122525959502.02255,14720.790666062529,54826590201.44352
0.0,23026500,24598320,231.87290954589844,50669.44435249908,649560618371.7365,30782.706390311338,239740458698.13553,22408.273330867036,127041325119.99577
0.0,10454745,8980335,181.17681884765625,48018.98299424235,583382617119.323,29727.160586184324,223581006773.36624,20507.171740785765,106399640674.56116
0.0,8286480,7389900,259.417724609375,47369.6788167779,567712270900.8059,26895.672631182104,183017451551.2144,18119.614307855565,83066601143.41692
0.0,12684975,14329215,281.1516418457031,55348.922174234736,775078445676.5393,33891.949945798995,290616735756.0267,24583.624326789064,152904323553.55942
0.0,5686755,5686755,102.07849884033203,48693.15389444419,599878630638.9506,26071.414510560066,171971744555.18027,13396.012959060132,45402492489.889435
0.0,7541370,8540460,223.45994567871094,50466.36925709645,644364450028.9071,29478.453138293757,219855390875.61356,18795.74744759842,89381512071.08592
0.0,1983645,2073405,111.50778198242188,56705.42425994098,813535429937.2175,38408.7844169278,373240198843.0741,29662.188992667863,222604386551.2952
0.0,18935790,17586330,202.8390655517578,31603.408023441203,252694983570.20627,19909.542271728358,100288686792.22412,16651.776349808246,70153780597.29538
0.0,9319485,9173115,157.9834442138672,48801.706397663926,602556032118.8682,27863.704008494824,196428892472.4673,18672.53915582692,88213465960.06583
0.0,4272780,2569890,246.3778839111328,47827.27515831416,578733839982.0541,28597.034663093233,206904542147.65768,21011.796183857885,111700477002.32907
0.0,14384040,9450300,183.96002197265625,39133.83464663876,387465109488.0902,23747.885285116263,142684995030.79813,14848.08298448658,55778936696.49781
0.0,8987730,9533940,145.6800994873047,47628.1008330225,573923569740.4574,23512.99950267313,139876283965.09125,14135.506340917567,50553560792.17531
0.0,8714625,8002155,214.3158721923828,44026.40706009009,490404106482.8612,24046.56188911239,146296506045.5528,13621.43964076267,46943393679.37482
0.0,31477455,35098965,287.597900390625,48014.37075400822,583270373285.496,27322.61473169328,188873995423.92258,19330.141866078422,94536154086.12546
0.0,2799390,2007870,271.6068420410156,63695.45240740098,1026464917920.0161,50061.82655257403,634075185102.3181,41349.81931474989,432588430355.86926
0.0,3402720,3642930,225.2091827392578,49307.21209292109,615103657892.4606,31327.060656818056,248294375308.74207,23125.11848536438,135299333355.08362
0.0,10067910,9757320,129.1687469482422,54763.46854262702,758768782275.7458,37139.236740793276,348974697879.445,23829.460007091842,143667079833.78494
0.0,18792225,19583235,172.84475708007812,58719.090163193054,872340241384.6713,38619.88887883917,377354483326.94977,31431.932022275916,249959721248.37735
0.0,30844800,28238700,365.29022216796875,36209.229094250666,331716061777.0035,22765.27383235447,131121514958.88864,17800.622128331135,80167565635.79501
0.0,4071075,4762635,117.18858337402344,46250.58016383043,541205023205.39734,24263.66108613509,148949945814.92267,11179.36260584163,31620036708.947132
0.0,21133890,22456830,257.8577880859375,37311.18090955189,352213343555.7089,21781.518255090876,120034194346.26082,14682.231211134536,54539854329.54074
0.0,16886355,22259205,313.5862121582031,56070.190707266775,795410584835.5739,29829.066601965304,225116210054.59573,20978.593546039065,111347497993.20966
0.0,18238875,15204375,254.16246032714844,46145.016151957614,538737982252.9126,28936.35989543471,211844010583.50226,18788.218116035663,89310081850.15071
0.0,19797435,20336505,291.82916259765625,40867.833558876366,422562513634.5012,24258.583365037783,148887666184.09967,17407.167958121237,76662698463.11914
0.0,7421265,7522755,156.56478881835938,53829.35490217683,733104269602.5587,33081.494813718855,276884108979.8564,23606.466560685,140990713231.37198
0.0,4703985,6068235,125.62908172607422,47445.71542051435,569536688051.1447,26847.6690497468,182364852765.07196,17521.30126104657,77671403617.98848
0.0,23200410,19899690,251.24917602539062,48132.47729402211,586143923654.8086,32304.270972577924,264026931965.79028,26019.933037666313,171293580092.95117
0.0,47250225,50921205,343.2682189941406,34263.87819236826,297030483442.0501,21717.435465630406,119328833667.67422,17474.36864300788,77255833411.65306
0.0,13550700,14540610,287.31365966796875,47822.54611686666,578619106664.5198,25601.69812551241,165830791870.9809,17924.05427815458,81283168598.55525
0.0,22018995,21020415,261.6148376464844,45599.69594291222,526079744150.99164,30469.998712890847,234894543938.93063,23896.11394807263,144471744694.3874
0.0,38448135,39327885,303.95123291015625,37557.92652473864,356887592890.6363,23442.66806337382,139040913913.7522,19364.463255315244,94872349523.713
0.0,286110,1407090,249.29678344726562,61371.73882535966,952936883966.4403,40547.16961235586,415957217763.9083,32545.050319962793,267977322470.75516
0.0,12732660,9618600,167.88771057128906,42461.625609095834,456164040739.9294,22547.27801840823,128622464401.24028,15552.551434759069,61197440180.05143
0.0,11084340,12550590,169.53109741210938,57724.12133108992,843027961404.7688,37880.061693774536,363035427543.9914,27557.682510749673,192138244543.97754
0.0,246866520,185460990,963.7413940429688,35276.16693244819,314840429590.4375,25278.765260785265,161674053255.73343,22200.565448835165,124697433998.35646
0.0,208329135,234988875,778.7647094726562,41646.86784932429,438825640039.9904,38111.73446243168,367489457776.3557,31595.19206543141,252563085512.19107
0.0,58924890,39379140,755.6686401367188,41795.371772966144,441960923331.0826,29031.579176597843,213240356650.63287,21995.392939532303,122403134559.01582
0.0,291368355,301478085,888.2510375976562,37111.302771373776,348449398677.70575,28456.201397956673,204871439941.46652,23722.070260869936,142374888429.7438
0.0,420902745,363977565,1293.384521484375,39497.324050665855,394696000792.66986,25608.724178208995,165922003777.31232,19331.031299042017,94545187440.46669
0.0,72454680,48153180,948.708251953125,33472.806315213464,283473166699.8921,20126.404216299867,102485256273.61778,14359.339265113027,52167466921.15368
0.0,183417675,148943205,914.5017700195312,43014.124313959306,468111827109.3149,35299.46594202424,315256531478.22064,32444.30903444345,266320914647.1353
0.0,44495460,38904840,826.7281494140625,43155.1609622133,471186400343.97864,32763.386031910417,271584433537.9345,32775.77450495393,271789923051.88318
0.0,19222665,11865915,710.4273071289062,42758.934422453385,462573795333.7691,34420.81531977126,299757290833.67175,27683.717024229623,193899489815.8581
0.0,29008545,22008795,411.69415283203125,34801.81389547212,306429970890.14813,26331.50434493368,175420069901.01196,22631.307430044486,129582909249.65335
0.0,188555415,177056445,741.1925659179688,43416.08821731749,476901602466.7796,28817.83314091681,210111814190.47086,23394.77235993209,138473225510.61194
0.0,17667165,19537845,690.05810546875,39311.34212235678,390987632658.82587,31779.31939198107,255515124323.1524,31960.288370438102,258433605826.6884
0.0,122469360,136107270,513.1121215820312,47380.594112073406,567973764207.7578,35398.984885383245,317036314248.06256,29450.4381244078,219437700810.7451
0.0,600241950,451129170,1917.501708984375,49023.2432675748,608038896917.3422,34622.341842385526,303277537319.72284,29300.6024193569,217210451535.74832
1.0,475468920,321768690,1303.5504150390625,38071.690303007614,366718039776.7261,30105.53588460644,229309052196.55914,29188.849513051635,215557224077.92487
0.0,261696300,256784490,991.7626953125,43547.75722253766,479798470193.40906,34818.37286107122,306721552870.03625,32122.9687607851,261071128817.79507
0.0,205028925,165240765,912.8063354492188,36039.51336050897,328613275599.5028,31514.273069450268,251270773854.0083,28650.856512629056,207683945184.24786
1.0,235965015,239105085,1298.6673583984375,43274.20916564543,473789640589.01483,34121.77266148631,294571395938.8354,31415.569711588374,249699414738.6956
1.0,3892320,26085480,1781.0247802734375,37030.90556807705,346941306746.1538,30681.537574313374,238167097017.83105,27149.836441742915,186492878994.6158
1.0,39734100,22294650,1167.0504150390625,42294.88556103919,452587968818.27905,33028.486256970995,275997245265.2491,33591.01287717454,285478754808.5783
0.0,217941870,198521070,833.1144409179688,38925.72483406485,383354630679.22485,30568.20054345102,236410798311.43622,24440.95871848664,151134918887.11838
0.0,125936340,108437220,873.2987060546875,36517.63509284373,337390315298.64496,30408.397492555432,233945443164.76846,23420.3701989644,138776400513.34265
1.0,34761600,34467330,628.1939086914062,40654.80335049436,418168367262.1197,27571.270323539185,192327666351.6687,20581.114339171934,107168557549.73822
1.0,477557115,370577475,1696.130615234375,36105.34098443347,329814843185.6345,29249.006717729473,216446038692.8853,27958.510893257673,197767842683.63425
1.0,3163785,24488925,1271.3232421875,43297.946815384326,474309646182.7708,32827.24304369668,272644232700.3136,27541.475754391864,191912024320.57135
1.0,224509140,223630920,1868.4715576171875,44595.271450041626,503158668712.5704,30894.697758737315,241487953555.44855,24023.56539776184,146016805127.61053
1.0,726140040,434635770,1915.8001708984375,39741.90672960549,399599399073.443,29073.558815830525,213857282448.70132,27855.018994659473,196306571494.85123
0.0,136695555,178084605,715.0479736328125,37127.7941707278,348759124724.50757,29810.011013852374,224828675456.2926,24244.415300749053,148713792904.1036
1.0,320965695,214065615,1386.48095703125,39030.593138045224,385422990995.6944,28563.1033341098,206413579051.35583,21380.189897137614,115651424183.09973
1.0,528639735,432780135,1730.6561279296875,41521.77913204532,436193496748.3835,34306.5628773233,297770568150.24304,35366.17699402441,316448930247.5031
1.0,649326900,482825160,1415.0653076171875,39956.6235427727,403928837029.21643,32085.27612062832,260458777323.63586,27175.90738054841,186851202576.7538
0.0,256963755,136552755,1161.3477783203125,37785.560554890704,361226012640.4124,30114.66219876972,229447531099.27573,27174.73991328668,186835072238.08044
0.0,623596635,399509265,1604.2286376953125,38863.06639042178,382121491911.84735,28445.84183233095,204722318316.02002,22415.431903082866,127122484483.37029
0.0,104943720,96099300,457.34515380859375,43663.91423275466,482361542234.5714,34777.72442365384,306006035683.0458,25284.461468815596,161746828545.38876
1.0,176731320,166132500,736.4334106445312,42264.9529179773,451947572535.74634,35931.61880812848,326648715421.25494,30585.527717825185,236678958003.7036
1.0,60057345,87526965,707.0870361328125,42246.432720108,451551663201.9275,32062.01424876012,260081327425.00018,34709.23025585358,304801912684.3741
1.0,299824410,259371720,1177.0526123046875,49290.70954868849,614691814918.0315,38807.17673753831,381023225926.8161,33771.07055800415,288547457077.8691
1.0,365082225,226307145,1386.9329833984375,48858.58632254411,603961250773.0697,40297.231567391085,410844762177.8898,34742.91715547711,305393696057.654
1.0,177562620,182465250,891.282958984375,41724.18048653606,440456576823.88055,29139.156866443063,214823595744.3355,30602.531893084903,236942577727.547
1.0,443649765,399347085,1647.4356689453125,49123.972917620435,610540210945.0347,41093.510710953116,427241933795.0754,33883.25736140888,290467724785.42957
0.0,104639505,150207495,735.3563842773438,38226.646664566055,369708828368.0675,25906.76181727878,169806478153.0757,19586.42407087964,97059735725.72823
1.0,394294515,309223455,1416.617431640625,47014.058552970964,559220215027.3975,30492.069437389,235234801149.21335,34871.48167881516,307658282628.1088
0.0,295456515,179732415,1096.24755859375,49975.873631858085,631899617985.578,37581.84148185046,357341621086.2927,35187.928774565735,313267366272.8424
0.0,257876145,241652025,1328.4954833984375,38242.14756318562,370008680024.1955,24975.287767881902,157815230141.15576,15330.971314144937,59466028492.135544
1.0,330102855,174263685,1049.093505859375,46212.35972113107,540310830173.66003,36271.15132333978,332851374442.96344,24904.34078402027,156920084410.55432
0.0,162250635,164629275,748.1080932617188,34754.39409377943,305595451174.667,25508.216084535812,164622090912.6274,15758.26408300978,62826931696.23695
0.0,204232815,123501855,1195.1787109375,39685.968605546215,398475139381.9724,32531.090986692496,267746968262.9766,27245.414085635013,187808085401.77713
0.0,203951805,162306735,994.077392578125,34817.70768154802,306709984862.13544,17856.9943457738,80676147144.34581,13677.675396113735,47331785113.34842
0.0,315194535,383730885,1356.232177734375,41153.030540018095,428480537171.42847,20724.69552778129,108668885091.58107,14160.348857879797,50731546938.93993
